archivo,agente,fecha,duracion_seg,primer_plan
amza1_1_260114125332851_ACD_63763_transcripcion.json,MZA 1,14/01,62,
amza1_1_260114130746816_MIT_01975_transcripcion.json,MZA 1,14/01,70,
amza1_1_260114133744766_ACD_97065_transcripcion.json,MZA 1,14/01,776,8gb
amza1_1_260114142426171_ACD_34687_transcripcion.json,MZA 1,14/01,119,
amza1_1_260114142945520_ACD_52187_transcripcion.json,MZA 1,14/01,235,
amza1_1_260114144333915_ACD_88671_transcripcion.json,MZA 1,14/01,114,
amza1_1_260115110226540_ACD_01613_transcripcion.json,MZA 1,15/01,114,
amza1_1_260115111915910_MIT_01959_transcripcion.json,MZA 1,15/01,1081,8gb
amza1_1_260115120207441_ACD_06693_transcripcion.json,MZA 1,15/01,306,8gb
amza1_1_260115131211238_MIT_01956_transcripcion.json,MZA 1,15/01,292,
amza1_1_260115134850509_ACD_72581_transcripcion.json,MZA 1,15/01,62,
amza1_1_260115135022935_ACD_77073_transcripcion.json,MZA 1,15/01,131,
amza1_1_260115144025874_ACD_52337_transcripcion.json,MZA 1,15/01,127,8gb
amza1_1_260115145048794_ACD_84441_transcripcion.json,MZA 1,15/01,146,
amza1_1_260115145622983_ACD_02525_transcripcion.json,MZA 1,15/01,109,
amza1_1_260116102650900_ACD_82991_transcripcion.json,MZA 1,16/01,309,4gb
amza1_1_260116103249080_ACD_08863_transcripcion.json,MZA 1,16/01,112,
amza1_1_260116111105134_ACD_52343_transcripcion.json,MZA 1,16/01,61,
amza1_1_260116112208147_ACD_93151_transcripcion.json,MZA 1,16/01,323,
amza1_1_260116121649919_ACD_50295_transcripcion.json,MZA 1,16/01,233,
amza1_1_260116124848282_ACD_02907_transcripcion.json,MZA 1,16/01,109,
amza1_1_260116125543500_ACD_28331_transcripcion.json,MZA 1,16/01,174,8gb
amza1_1_260116130338731_ACD_58175_transcripcion.json,MZA 1,16/01,152,
amza1_1_260116132247644_ACD_20287_transcripcion.json,MZA 1,16/01,122,8gb
amza1_1_260116140053937_ACD_53331_transcripcion.json,MZA 1,16/01,121,4gb
amza1_1_260116140436429_MIT_01961_transcripcion.json,MZA 1,16/01,62,
amza1_1_260116140722540_ACD_77569_transcripcion.json,MZA 1,16/01,60,
amza1_1_260116142359117_ACD_36445_transcripcion.json,MZA 1,16/01,147,
amza1_1_260116144824265_ACD_18235_transcripcion.json,MZA 1,16/01,293,4gb
amza1_1_260116145723396_ACD_47999_transcripcion.json,MZA 1,16/01,69,
amza20_1_260112102619709_ACD_81535_transcripcion.json,MZA 20,12/01,375,
amza20_1_260112103253852_MIT_01992_transcripcion.json,MZA 20,12/01,382,
amza20_1_260112103952664_MIT_01954_transcripcion.json,MZA 20,12/01,93,4gb
amza20_1_260112110437614_ACD_36419_transcripcion.json,MZA 20,12/01,60,
amza20_1_260112111111119_ACD_61685_transcripcion.json,MZA 20,12/01,396,4gb
amza20_1_260112111843987_ACD_90957_transcripcion.json,MZA 20,12/01,140,
amza20_1_260112112850124_ACD_27437_transcripcion.json,MZA 20,12/01,179,
amza20_1_260112113538128_ACD_50933_transcripcion.json,MZA 20,12/01,150,
amza20_1_260112114134995_ACD_73973_transcripcion.json,MZA 20,12/01,377,8gb
amza20_1_260112130128049_ACD_65847_transcripcion.json,MZA 20,12/01,370,8gb
amza20_1_260112131818699_ACD_18085_transcripcion.json,MZA 20,12/01,67,
amza20_1_260112132106655_ACD_26911_transcripcion.json,MZA 20,12/01,62,
amza20_1_260112132521636_ACD_40773_transcripcion.json,MZA 20,12/01,107,
amza20_1_260112132850436_ACD_52013_transcripcion.json,MZA 20,12/01,149,
amza20_1_260112135430427_ACD_36377_transcripcion.json,MZA 20,12/01,547,8gb
amza20_1_260113104111430_ACD_67763_transcripcion.json,MZA 20,13/01,67,
amza20_1_260113114947848_ACD_84725_transcripcion.json,MZA 20,13/01,91,
amza20_1_260113115201221_ACD_90411_transcripcion.json,MZA 20,13/01,77,
amza20_1_260113124535880_ACD_98043_transcripcion.json,MZA 20,13/01,384,
amza20_1_260113131534146_ACD_85647_transcripcion.json,MZA 20,13/01,66,
amza20_1_260113135143300_ACD_02485_transcripcion.json,MZA 20,13/01,110,4gb
amza20_1_260113141537369_ACD_94709_transcripcion.json,MZA 20,13/01,90,
amza20_1_260113145411711_ACD_24875_transcripcion.json,MZA 20,13/01,65,
amza20_1_260114111716681_ACD_58617_transcripcion.json,MZA 20,14/01,84,
amza20_1_260114112607107_ACD_85413_transcripcion.json,MZA 20,14/01,1051,4gb
amza20_1_260114121316644_MIT_01970_transcripcion.json,MZA 20,14/01,104,
amza20_1_260114121606831_MIT_01999_transcripcion.json,MZA 20,14/01,254,4gb
amza20_1_260114130437894_MIT_01966_transcripcion.json,MZA 20,14/01,62,
amza20_1_260114131320501_ACD_26739_transcripcion.json,MZA 20,14/01,70,
amza20_1_260114131913005_ACD_44187_transcripcion.json,MZA 20,14/01,204,
amza20_1_260114133556396_ACD_92109_transcripcion.json,MZA 20,14/01,63,
amza20_1_260114134737343_ACD_24485_transcripcion.json,MZA 20,14/01,275,
amza20_1_260114135833642_ACD_57335_transcripcion.json,MZA 20,14/01,104,
amza20_1_260114142305716_ACD_30719_transcripcion.json,MZA 20,14/01,65,
amza20_1_260114143041796_ACD_54591_transcripcion.json,MZA 20,14/01,204,8gb
amza20_1_260115111742436_ACD_56515_transcripcion.json,MZA 20,15/01,116,8gb
amza20_1_260115115118226_ACD_72869_transcripcion.json,MZA 20,15/01,901,
amza20_1_260115120942224_ACD_25687_transcripcion.json,MZA 20,15/01,222,8gb
amza20_1_260115131816723_ACD_78065_transcripcion.json,MZA 20,15/01,82,
amza20_1_260115132252114_ACD_91059_transcripcion.json,MZA 20,15/01,228,
amza20_1_260115134151168_ACD_49443_transcripcion.json,MZA 20,15/01,539,8gb
amza20_1_260115143920457_ACD_49073_transcripcion.json,MZA 20,15/01,148,
amza20_1_260115144521932_ACD_67953_transcripcion.json,MZA 20,15/01,136,
amza20_1_260115150052771_ACD_12699_transcripcion.json,MZA 20,15/01,125,8gb
amza20_1_260116105528926_ACD_96767_transcripcion.json,MZA 20,16/01,474,
amza20_1_260116110443179_ACD_28349_transcripcion.json,MZA 20,16/01,175,
amza20_1_260116113437460_ACD_36831_transcripcion.json,MZA 20,16/01,87,4gb
amza20_1_260116114540285_ACD_76139_transcripcion.json,MZA 20,16/01,66,8gb
amza20_1_260116125157575_ACD_13565_transcripcion.json,MZA 20,16/01,73,
amza20_1_260116130722711_ACD_70123_transcripcion.json,MZA 20,16/01,106,8gb
amza20_1_260116131706829_ACD_01773_transcripcion.json,MZA 20,16/01,213,
amza20_1_260116141639915_ACD_13669_transcripcion.json,MZA 20,16/01,180,
amza20_1_260116144044000_ACD_90695_transcripcion.json,MZA 20,16/01,956,
amza21_1_260112110241112_ACD_29079_transcripcion.json,MZA 21,12/01,110,8gb
amza21_1_260112112350298_ACD_09953_transcripcion.json,MZA 21,12/01,102,4gb
amza21_1_260112131100998_ACD_95057_transcripcion.json,MZA 21,12/01,70,
amza21_1_260112131241406_ACD_00249_transcripcion.json,MZA 21,12/01,87,
amza21_1_260112142732898_ACD_51821_transcripcion.json,MZA 21,12/01,74,
amza21_1_260113110948110_ACD_62635_transcripcion.json,MZA 21,13/01,276,8gb
amza21_1_260113120718696_ACD_31235_transcripcion.json,MZA 21,13/01,63,
amza21_1_260113121420543_ACD_52569_transcripcion.json,MZA 21,13/01,83,
amza21_1_260113132040742_ACD_02047_transcripcion.json,MZA 21,13/01,77,
amza21_1_260113133111461_MIT_01956_transcripcion.json,MZA 21,13/01,506,8gb
amza21_1_260114105906268_ACD_07043_transcripcion.json,MZA 21,14/01,181,
amza21_1_260114133354512_ACD_86289_transcripcion.json,MZA 21,14/01,78,
amza21_1_260115125955624_ACD_21743_transcripcion.json,MZA 21,15/01,67,8gb
amza21_1_260116105437292_MIT_01952_transcripcion.json,MZA 21,16/01,64,
amza21_1_260116110655884_ACD_37125_transcripcion.json,MZA 21,16/01,137,
amza21_1_260116111311975_ACD_60265_transcripcion.json,MZA 21,16/01,856,8gb
amza21_1_260116112821526_MIT_01964_transcripcion.json,MZA 21,16/01,319,
amza22_1_260112104510565_ACD_57915_transcripcion.json,MZA 22,12/01,118,8gb
amza22_1_260112110306209_ACD_30525_transcripcion.json,MZA 22,12/01,692,4gb
amza22_1_260112112314238_ACD_07595_transcripcion.json,MZA 22,12/01,192,
amza22_1_260112131945228_ACD_22527_transcripcion.json,MZA 22,12/01,256,
amza22_1_260112142629728_ACD_48077_transcripcion.json,MZA 22,12/01,132,
amza22_1_260113105114810_ACD_98945_transcripcion.json,MZA 22,13/01,242,
amza22_1_260113110418821_ACD_42563_transcripcion.json,MZA 22,13/01,142,4gb
amza22_1_260113114723343_ACD_78533_transcripcion.json,MZA 22,13/01,83,
amza22_1_260113120531150_ACD_26579_transcripcion.json,MZA 22,13/01,171,4gb
amza22_1_260113121304071_ACD_48527_transcripcion.json,MZA 22,13/01,357,
amza22_1_260113125116970_ACD_08841_transcripcion.json,MZA 22,13/01,85,
amza22_1_260113132045760_ACD_02373_transcripcion.json,MZA 22,13/01,566,
amza22_1_260113133547146_ACD_50377_transcripcion.json,MZA 22,13/01,234,8gb
amza22_1_260113140309303_ACD_44615_transcripcion.json,MZA 22,13/01,72,4gb
amza22_1_260113142434126_ACD_21313_transcripcion.json,MZA 22,13/01,101,8gb
amza22_1_260113143455329_ACD_56367_transcripcion.json,MZA 22,13/01,396,
amza22_1_260113145149804_ACD_16949_transcripcion.json,MZA 22,13/01,75,
amza22_1_260114103705503_MIT_01982_transcripcion.json,MZA 22,14/01,2408,4gb
amza22_1_260114130034125_ACD_85133_transcripcion.json,MZA 22,14/01,210,
amza22_1_260114142905348_ACD_50235_transcripcion.json,MZA 22,14/01,133,
amza22_1_260115103636986_ACD_28161_transcripcion.json,MZA 22,15/01,204,8gb
amza22_1_260115104548910_MIT_01984_transcripcion.json,MZA 22,15/01,614,4gb
amza22_1_260115110231559_ACD_02021_transcripcion.json,MZA 22,15/01,282,8gb
amza22_1_260115112106403_ACD_67769_transcripcion.json,MZA 22,15/01,279,
amza22_1_260115113505534_ACD_14479_transcripcion.json,MZA 22,15/01,72,
amza22_1_260115115341025_ACD_80147_transcripcion.json,MZA 22,15/01,73,
amza22_1_260115121048454_ACD_28735_transcripcion.json,MZA 22,15/01,123,
amza22_1_260115131930869_ACD_81247_transcripcion.json,MZA 22,15/01,252,4gb
amza22_1_260115145145928_ACD_87357_transcripcion.json,MZA 22,15/01,108,
amza22_1_260116114916701_ACD_87661_transcripcion.json,MZA 22,16/01,193,
amza22_1_260116120301286_ACD_28767_transcripcion.json,MZA 22,16/01,133,
amza22_1_260116132030009_ACD_13077_transcripcion.json,MZA 22,16/01,290,8gb
amza22_1_260116133209217_ACD_48881_transcripcion.json,MZA 22,16/01,435,4gb
amza22_1_260116134412742_MIT_01988_transcripcion.json,MZA 22,16/01,167,
amza22_1_260116144044000_ACD_90677_transcripcion.json,MZA 22,16/01,1789,
amza23_1_260112103134481_ACD_00187_transcripcion.json,MZA 23,12/01,79,
amza23_1_260112111228737_ACD_66715_transcripcion.json,MZA 23,12/01,122,
amza23_1_260112112136871_ACD_01497_transcripcion.json,MZA 23,12/01,64,
amza23_1_260112113323558_ACD_42821_transcripcion.json,MZA 23,12/01,71,
amza23_1_260112120843108_ACD_57655_transcripcion.json,MZA 23,12/01,73,
amza23_1_260112131216276_ACD_99003_transcripcion.json,MZA 23,12/01,99,
amza23_1_260112132953587_ACD_55415_transcripcion.json,MZA 23,12/01,65,
amza23_1_260112135555844_ACD_41081_transcripcion.json,MZA 23,12/01,120,8gb
amza23_1_260112141025206_ACD_94461_transcripcion.json,MZA 23,12/01,83,8gb
amza23_1_260112142147595_ACD_32427_transcripcion.json,MZA 23,12/01,76,
amza23_1_260112143119771_ACD_64617_transcripcion.json,MZA 23,12/01,66,
amza23_1_260115103559873_ACD_26437_transcripcion.json,MZA 23,15/01,224,4gb
amza23_1_260115110720327_ACD_19053_transcripcion.json,MZA 23,15/01,177,4gb
amza23_1_260115111843615_ACD_59519_transcripcion.json,MZA 23,15/01,87,4gb
amza23_1_260115112923675_MIT_01983_transcripcion.json,MZA 23,15/01,98,4gb
amza23_1_260115113130797_ACD_04135_transcripcion.json,MZA 23,15/01,60,
amza23_1_260115115605686_ACD_87941_transcripcion.json,MZA 23,15/01,65,
amza23_1_260115120328699_ACD_09979_transcripcion.json,MZA 23,15/01,63,
amza23_1_260115121114494_ACD_29959_transcripcion.json,MZA 23,15/01,1219,4gb
amza23_1_260115132111074_ACD_85697_transcripcion.json,MZA 23,15/01,100,
amza23_1_260115132506892_ACD_97561_transcripcion.json,MZA 23,15/01,266,8gb
amza23_1_260115133251954_ACD_20217_transcripcion.json,MZA 23,15/01,64,
amza23_1_260115133431949_ACD_25641_transcripcion.json,MZA 23,15/01,1074,8gb
amza23_1_260115140755753_ACD_40427_transcripcion.json,MZA 23,15/01,66,
amza23_1_260115141911327_ACD_82897_transcripcion.json,MZA 23,15/01,72,
amza23_1_260115142422286_ACD_97691_transcripcion.json,MZA 23,15/01,89,
amza23_1_260115142721444_ACD_07963_transcripcion.json,MZA 23,15/01,162,
amza23_1_260115143818307_ACD_46017_transcripcion.json,MZA 23,15/01,60,
amza23_1_260115144434873_ACD_65357_transcripcion.json,MZA 23,15/01,154,4gb
amza23_1_260115145633007_ACD_02955_transcripcion.json,MZA 23,15/01,182,
amza23_1_260116102700987_ACD_83715_transcripcion.json,MZA 23,16/01,105,8gb
amza23_1_260116103949873_ACD_39017_transcripcion.json,MZA 23,16/01,185,4gb
amza23_1_260116110509425_ACD_30093_transcripcion.json,MZA 23,16/01,71,
amza23_1_260116113106648_ACD_26539_transcripcion.json,MZA 23,16/01,125,8gb
amza23_1_260116114608620_MIT_01982_transcripcion.json,MZA 23,16/01,64,
amza23_1_260116115931253_ACD_18891_transcripcion.json,MZA 23,16/01,62,
amza23_1_260116120806917_ACD_38807_transcripcion.json,MZA 23,16/01,98,
amza23_1_260116121540913_ACD_48789_transcripcion.json,MZA 23,16/01,123,8gb
amza23_1_260116130211498_ACD_53273_transcripcion.json,MZA 23,16/01,303,8gb
amza23_1_260116130759825_ACD_72061_transcripcion.json,MZA 23,16/01,693,15gb
amza23_1_260116131938728_ACD_10457_transcripcion.json,MZA 23,16/01,143,8gb
amza23_1_260116132723771_ACD_34391_transcripcion.json,MZA 23,16/01,113,
amza23_1_260116133345595_ACD_53363_transcripcion.json,MZA 23,16/01,62,
amza23_1_260116133633224_ACD_62067_transcripcion.json,MZA 23,16/01,197,
amza23_1_260116134339330_ACD_87395_transcripcion.json,MZA 23,16/01,390,8gb
amza23_1_260116141805304_MIT_01985_transcripcion.json,MZA 23,16/01,961,8gb
amza23_1_260116144333299_ACD_00021_transcripcion.json,MZA 23,16/01,75,
amza23_1_260116145825560_ACD_51095_transcripcion.json,MZA 23,16/01,107,
amza23_1_260116181543773_MIT_01986_transcripcion.json,MZA 23,16/01,75,
amza23_1_260116181731632_MIT_01976_transcripcion.json,MZA 23,16/01,138,
amza24_1_260112101713249_ACD_50515_transcripcion.json,MZA 24,12/01,110,8gb
amza24_1_260112102532620_ACD_78973_transcripcion.json,MZA 24,12/01,262,8gb
amza24_1_260112105006976_ACD_79031_transcripcion.json,MZA 24,12/01,164,4gb
amza24_1_260112105925409_ACD_16213_transcripcion.json,MZA 24,12/01,150,8gb
amza24_1_260112110729235_ACD_47899_transcripcion.json,MZA 24,12/01,327,8gb
amza24_1_260112112111680_ACD_00105_transcripcion.json,MZA 24,12/01,103,8gb
amza24_1_260112112650891_ACD_20811_transcripcion.json,MZA 24,12/01,83,8gb
amza24_1_260112115602263_ACD_24111_transcripcion.json,MZA 24,12/01,80,
amza24_1_260112120013023_ACD_36625_transcripcion.json,MZA 24,12/01,176,8gb
amza24_1_260112121539148_ACD_79957_transcripcion.json,MZA 24,12/01,233,8gb
amza24_1_260112130148174_ACD_67191_transcripcion.json,MZA 24,12/01,93,8gb
amza24_1_260112131035931_ACD_94079_transcripcion.json,MZA 24,12/01,80,
amza24_1_260112131716437_ACD_14959_transcripcion.json,MZA 24,12/01,132,8gb
amza24_1_260112140438959_ACD_72561_transcripcion.json,MZA 24,12/01,67,
amza24_1_260112140938900_ACD_91197_transcripcion.json,MZA 24,12/01,117,8gb
amza24_1_260112141824725_ACD_21921_transcripcion.json,MZA 24,12/01,63,8gb
amza24_1_260112144133200_ACD_94111_transcripcion.json,MZA 24,12/01,77,
amza24_1_260113103351636_ACD_47273_transcripcion.json,MZA 24,13/01,104,8gb
amza24_1_260113104334990_ACD_74067_transcripcion.json,MZA 24,13/01,79,
amza24_1_260113104624682_ACD_82963_transcripcion.json,MZA 24,13/01,103,8gb
amza24_1_260113121532858_ACD_56159_transcripcion.json,MZA 24,13/01,115,8gb
amza24_1_260113124611094_ACD_99057_transcripcion.json,MZA 24,13/01,123,8gb
amza24_1_260113132938242_ACD_30087_transcripcion.json,MZA 24,13/01,134,8gb
amza24_1_260113133220008_ACD_38813_transcripcion.json,MZA 24,13/01,63,
amza24_1_260113133809781_ACD_58217_transcripcion.json,MZA 24,13/01,1351,8gb
amza24_1_260113140801553_ACD_64107_transcripcion.json,MZA 24,13/01,140,8gb
amza24_1_260113144541041_ACD_94645_transcripcion.json,MZA 24,13/01,108,8gb
amza24_1_260113144958951_ACD_10577_transcripcion.json,MZA 24,13/01,82,8gb
amza24_1_260113145200832_ACD_17601_transcripcion.json,MZA 24,13/01,77,8gb
amza24_1_260114104345995_ACD_63121_transcripcion.json,MZA 24,14/01,862,8gb
amza24_1_260114110414691_ACD_21239_transcripcion.json,MZA 24,14/01,171,
amza24_1_260114112147310_ACD_72171_transcripcion.json,MZA 24,14/01,210,8gb
amza24_1_260114112924435_ACD_95257_transcripcion.json,MZA 24,14/01,69,
amza24_1_260114114402453_ACD_41255_transcripcion.json,MZA 24,14/01,86,
amza24_1_260114121336790_ACD_11837_transcripcion.json,MZA 24,14/01,146,8gb
amza24_1_260114125454064_ACD_67075_transcripcion.json,MZA 24,14/01,1301,4gb
amza24_1_260114133835995_ACD_99329_transcripcion.json,MZA 24,14/01,126,
amza24_1_260114140213785_MIT_01982_transcripcion.json,MZA 24,14/01,63,
amza24_1_260114141853925_ACD_18573_transcripcion.json,MZA 24,14/01,807,8gb
amza24_1_260115103800186_ACD_31793_transcripcion.json,MZA 24,15/01,75,
amza24_1_260115103958506_ACD_36733_transcripcion.json,MZA 24,15/01,731,
amza24_1_260115105349985_ACD_75553_transcripcion.json,MZA 24,15/01,80,
amza24_1_260115105657874_ACD_84739_transcripcion.json,MZA 24,15/01,80,
amza24_1_260115105900497_ACD_90911_transcripcion.json,MZA 24,15/01,70,8gb
amza24_1_260115110628153_ACD_15931_transcripcion.json,MZA 24,15/01,64,
amza24_1_260115110810705_ACD_22035_transcripcion.json,MZA 24,15/01,174,8gb
amza24_1_260115111536169_ACD_49243_transcripcion.json,MZA 24,15/01,79,8gb
amza24_1_260115113804435_ACD_24775_transcripcion.json,MZA 24,15/01,90,8gb
amza24_1_260115114046476_ACD_35819_transcripcion.json,MZA 24,15/01,173,
amza24_1_260115115138399_ACD_73901_transcripcion.json,MZA 24,15/01,123,8gb
amza24_1_260115121349757_ACD_37833_transcripcion.json,MZA 24,15/01,212,
amza24_1_260115124506580_ACD_80787_transcripcion.json,MZA 24,15/01,119,
amza24_1_260115124813342_ACD_86179_transcripcion.json,MZA 24,15/01,175,8gb
amza24_1_260115125513904_ACD_05545_transcripcion.json,MZA 24,15/01,978,8gb
amza24_1_260115131613152_ACD_71569_transcripcion.json,MZA 24,15/01,113,8gb
amza24_1_260115133603381_ACD_30777_transcripcion.json,MZA 24,15/01,95,
amza24_1_260115145816427_ACD_06893_transcripcion.json,MZA 24,15/01,73,
amza24_1_260116103203902_ACD_05733_transcripcion.json,MZA 24,16/01,93,8gb
amza24_1_260116103654995_ACD_26341_transcripcion.json,MZA 24,16/01,158,8gb
amza24_1_260116104317573_MIT_01971_transcripcion.json,MZA 24,16/01,243,8gb
amza24_1_260116105858384_ACD_09043_transcripcion.json,MZA 24,16/01,61,
amza24_1_260116121126356_ACD_42679_transcripcion.json,MZA 24,16/01,299,8gb
amza24_1_260116124117461_ACD_79597_transcripcion.json,MZA 24,16/01,803,4gb
amza24_1_260116134440684_ACD_91553_transcripcion.json,MZA 24,16/01,161,8gb
amza24_1_260116135430035_ACD_29407_transcripcion.json,MZA 24,16/01,84,8gb
amza24_1_260116141917419_ACD_22333_transcripcion.json,MZA 24,16/01,148,8gb
amza24_1_260116143242678_ACD_63763_transcripcion.json,MZA 24,16/01,189,
amza24_1_260116144541234_ACD_07857_transcripcion.json,MZA 24,16/01,73,8gb
amza24_1_260116150547492_MIT_01993_transcripcion.json,MZA 24,16/01,179,8gb
amza25_1_260112101606081_ACD_46947_transcripcion.json,MZA 25,12/01,153,
amza25_1_260112102952008_MIT_01989_transcripcion.json,MZA 25,12/01,64,
amza25_1_260112103139477_MIT_01995_transcripcion.json,MZA 25,12/01,742,8gb
amza25_1_260112113744461_MIT_01982_transcripcion.json,MZA 25,12/01,1065,4gb
amza25_1_260112141442492_ACD_09995_transcripcion.json,MZA 25,12/01,83,
amza25_1_260113130319737_ACD_46317_transcripcion.json,MZA 25,13/01,79,
amza25_1_260113134102288_ACD_68825_transcripcion.json,MZA 25,13/01,67,
amza25_1_260114121203338_ACD_08347_transcripcion.json,MZA 25,14/01,79,
amza26_1_260112104425372_ACD_54627_transcripcion.json,MZA 26,12/01,236,
amza26_1_260112115910821_MIT_01988_transcripcion.json,MZA 26,12/01,85,
amza26_1_260112135410330_ACD_35481_transcripcion.json,MZA 26,12/01,129,
amza26_1_260112141905916_ACD_23967_transcripcion.json,MZA 26,12/01,89,
amza26_1_260112142157728_ACD_33011_transcripcion.json,MZA 26,12/01,68,
amza26_1_260112142849103_ACD_56459_transcripcion.json,MZA 26,12/01,66,
amza26_1_260113143855320_ACD_68969_transcripcion.json,MZA 26,13/01,211,
amza26_1_260113145530017_ACD_29711_transcripcion.json,MZA 26,13/01,74,
amza26_1_260114143259502_ACD_59513_transcripcion.json,MZA 26,14/01,147,
amza26_1_260114143627597_ACD_68391_transcripcion.json,MZA 26,14/01,87,
amza26_1_260114144736525_ACD_02295_transcripcion.json,MZA 26,14/01,854,8gb
amza26_1_260115112041263_ACD_66325_transcripcion.json,MZA 26,15/01,132,
amza26_1_260115113211004_ACD_06211_transcripcion.json,MZA 26,15/01,134,
amza26_1_260115114429433_ACD_50435_transcripcion.json,MZA 26,15/01,158,
amza26_1_260115135022935_ACD_76987_transcripcion.json,MZA 26,15/01,79,
amza26_1_260115140619200_ACD_33833_transcripcion.json,MZA 26,15/01,146,
amza26_1_260115141228896_ACD_58677_transcripcion.json,MZA 26,15/01,74,
amza26_1_260115141931407_ACD_83909_transcripcion.json,MZA 26,15/01,62,
amza26_1_260115143531522_ACD_37757_transcripcion.json,MZA 26,15/01,111,
amza26_1_260116102313809_ACD_69179_transcripcion.json,MZA 26,16/01,119,
amza26_1_260116111352275_ACD_62553_transcripcion.json,MZA 26,16/01,241,
amza26_1_260116115748739_ACD_13757_transcripcion.json,MZA 26,16/01,212,
amza26_1_260116121638922_ACD_50069_transcripcion.json,MZA 26,16/01,1232,
amza26_1_260116142612590_ACD_42055_transcripcion.json,MZA 26,16/01,92,
amza26_1_260116145103893_ACD_28083_transcripcion.json,MZA 26,16/01,155,
amza26_1_260116145642295_ACD_45979_transcripcion.json,MZA 26,16/01,92,
amza27_1_260112104216791_ACD_45787_transcripcion.json,MZA 27,12/01,130,
amza27_1_260112104718330_ACD_66879_transcripcion.json,MZA 27,12/01,105,
amza27_1_260112105611856_ACD_04147_transcripcion.json,MZA 27,12/01,115,
amza27_1_260112105920374_ACD_15825_transcripcion.json,MZA 27,12/01,180,4gb
amza27_1_260112115316026_ACD_15513_transcripcion.json,MZA 27,12/01,72,
amza27_1_260112121632153_ACD_82639_transcripcion.json,MZA 27,12/01,70,
amza27_1_260114141429169_ACD_05029_transcripcion.json,MZA 27,14/01,82,
amza27_1_260114142037171_ACD_23483_transcripcion.json,MZA 27,14/01,84,
amza27_1_260114142300711_ACD_30475_transcripcion.json,MZA 27,14/01,244,
amza27_1_260114144418800_MIT_01990_transcripcion.json,MZA 27,14/01,364,
amza27_1_260115110837003_MIT_01956_transcripcion.json,MZA 27,15/01,62,
amza27_1_260115111034377_ACD_30995_transcripcion.json,MZA 27,15/01,210,
amza27_1_260115113216027_ACD_06445_transcripcion.json,MZA 27,15/01,398,
amza27_1_260115114036436_ACD_35155_transcripcion.json,MZA 27,15/01,411,
amza27_1_260115114817435_ACD_63705_transcripcion.json,MZA 27,15/01,168,
amza27_1_260115120632568_ACD_17747_transcripcion.json,MZA 27,15/01,88,
amza27_1_260115121344718_ACD_37685_transcripcion.json,MZA 27,15/01,99,
amza27_1_260115121641701_ACD_45965_transcripcion.json,MZA 27,15/01,62,
amza27_1_260115124559723_ACD_82307_transcripcion.json,MZA 27,15/01,341,4gb
amza27_1_260115130710541_ACD_44133_transcripcion.json,MZA 27,15/01,104,
amza27_1_260115131610738_MIT_01964_transcripcion.json,MZA 27,15/01,68,
amza27_1_260115140554102_ACD_32551_transcripcion.json,MZA 27,15/01,94,
amza27_1_260115141846084_ACD_81091_transcripcion.json,MZA 27,15/01,101,
amza27_1_260116103132779_ACD_03795_transcripcion.json,MZA 27,16/01,239,4gb
amza27_1_260116112409686_ACD_01697_transcripcion.json,MZA 27,16/01,161,
amza27_1_260116112822771_ACD_17413_transcripcion.json,MZA 27,16/01,65,
amza27_1_260116114921703_ACD_87945_transcripcion.json,MZA 27,16/01,112,
amza27_1_260116120052699_ACD_23199_transcripcion.json,MZA 27,16/01,217,
amza27_1_260116120750920_ACD_38463_transcripcion.json,MZA 27,16/01,78,
amza27_1_260116120958167_ACD_40805_transcripcion.json,MZA 27,16/01,137,
amza27_1_260116134649347_ACD_99021_transcripcion.json,MZA 27,16/01,2332,30gb
amza27_1_260116145819554_ACD_50803_transcripcion.json,MZA 27,16/01,75,
amza28_1_260112112111680_ACD_00119_transcripcion.json,MZA 28,12/01,208,
amza28_1_260112145033051_ACD_19595_transcripcion.json,MZA 28,12/01,78,8gb
amza28_1_260113135847363_ACD_28859_transcripcion.json,MZA 28,13/01,391,8gb
amza28_1_260113141116735_ACD_78103_transcripcion.json,MZA 28,13/01,293,
amza28_1_260113143541604_ACD_58975_transcripcion.json,MZA 28,13/01,73,
amza28_1_260113144741947_ACD_02287_transcripcion.json,MZA 28,13/01,116,
amza28_1_260113145149804_ACD_16947_transcripcion.json,MZA 28,13/01,80,
amza28_1_260113145844581_ACD_39993_transcripcion.json,MZA 28,13/01,77,
amza28_1_260114144426183_ACD_91553_transcripcion.json,MZA 28,14/01,367,
amza28_1_260114145435591_ACD_25117_transcripcion.json,MZA 28,14/01,89,
amza28_1_260115110730802_MIT_01948_transcripcion.json,MZA 28,15/01,162,
amza28_1_260115114026428_ACD_34389_transcripcion.json,MZA 28,15/01,102,8gb
amza28_1_260115120156444_ACD_06427_transcripcion.json,MZA 28,15/01,118,
amza28_1_260115125308467_ACD_98735_transcripcion.json,MZA 28,15/01,1052,8gb
amza28_1_260115131745565_ACD_76467_transcripcion.json,MZA 28,15/01,239,
amza28_1_260115132718416_ACD_03227_transcripcion.json,MZA 28,15/01,663,
amza28_1_260115134156186_ACD_49753_transcripcion.json,MZA 28,15/01,133,
amza28_1_260116111024961_ACD_49827_transcripcion.json,MZA 28,16/01,283,
amza28_1_260116120220170_ACD_27007_transcripcion.json,MZA 28,16/01,60,
