archivo,agente,fecha,descuento_dia,duracion_seg,primer_plan
amza4_1_260115124238763_ACD_76967_transcripcion.json,MZA 4,15/01,80%,283,8gb
amza4_1_260115133104065_ACD_14637_transcripcion.json,MZA 4,15/01,80%,74,
amza4_1_260115133412628_MIT_01997_transcripcion.json,MZA 4,15/01,80%,83,
amza4_1_260115133639926_ACD_32683_transcripcion.json,MZA 4,15/01,80%,259,
amza4_1_260116103902531_ACD_35461_transcripcion.json,MZA 4,16/01,80%,75,
amza4_1_260116104601117_ACD_62735_transcripcion.json,MZA 4,16/01,80%,73,
amza4_1_260116120434498_ACD_32911_transcripcion.json,MZA 4,16/01,80%,93,
amza4_1_260116120931140_ACD_40291_transcripcion.json,MZA 4,16/01,80%,86,8gb
amza4_1_260116124035232_ACD_77479_transcripcion.json,MZA 4,16/01,80%,86,
amza4_1_260116124250941_ACD_84289_transcripcion.json,MZA 4,16/01,80%,88,
amza4_1_260116133425719_ACD_55147_transcripcion.json,MZA 4,16/01,80%,65,
amza4_1_260116133750101_MIT_01949_transcripcion.json,MZA 4,16/01,80%,149,
amza4_1_260116135356429_MIT_01987_transcripcion.json,MZA 4,16/01,80%,157,
amza4_1_260116140129190_ACD_55661_transcripcion.json,MZA 4,16/01,80%,65,
amza4_1_260116140500882_MIT_01976_transcripcion.json,MZA 4,16/01,80%,171,
amza4_1_260116142440247_ACD_38037_transcripcion.json,MZA 4,16/01,80%,122,
amza4_1_260116143439929_MIT_01958_transcripcion.json,MZA 4,16/01,80%,63,
amza5_1_260113104227678_ACD_71277_transcripcion.json,MZA 5,13/01,80%,185,
amza5_1_260113130628644_ACD_56345_transcripcion.json,MZA 5,13/01,80%,77,
amza5_1_260113131306436_ACD_77519_transcripcion.json,MZA 5,13/01,80%,65,
amza5_1_260113132131892_ACD_04615_transcripcion.json,MZA 5,13/01,80%,254,4gb
amza5_1_260113133129697_ACD_36181_transcripcion.json,MZA 5,13/01,80%,135,
amza5_1_260113134849920_ACD_93195_transcripcion.json,MZA 5,13/01,80%,132,
amza5_1_260113135502398_ACD_13993_transcripcion.json,MZA 5,13/01,80%,94,8gb
amza5_1_260114101149764_ACD_78167_transcripcion.json,MZA 5,14/01,80%,97,
amza5_1_260114144634190_ACD_98889_transcripcion.json,MZA 5,14/01,80%,525,8gb
amza5_1_260115101926428_ACD_82461_transcripcion.json,MZA 5,15/01,80%,156,
amza5_1_260115110246636_ACD_02579_transcripcion.json,MZA 5,15/01,80%,72,
amza5_1_260115113247138_ACD_08005_transcripcion.json,MZA 5,15/01,80%,107,4gb
amza5_1_260115113525676_ACD_15759_transcripcion.json,MZA 5,15/01,80%,70,8gb
amza5_1_260115114236062_ACD_42925_transcripcion.json,MZA 5,15/01,80%,74,
amza5_1_260115115234685_ACD_76861_transcripcion.json,MZA 5,15/01,80%,68,
amza5_1_260115131030104_ACD_54395_transcripcion.json,MZA 5,15/01,80%,62,
amza5_1_260115140456988_ACD_28609_transcripcion.json,MZA 5,15/01,80%,77,
amza5_1_260115141152769_ACD_56191_transcripcion.json,MZA 5,15/01,80%,65,
amza5_1_260115144244373_ACD_59679_transcripcion.json,MZA 5,15/01,80%,64,
amza6_1_260113132853031_ACD_28101_transcripcion.json,MZA 6,13/01,80%,77,
amza6_1_260114104132707_MIT_01971_transcripcion.json,MZA 6,14/01,80%,125,
amza6_1_260114110236176_ACD_16771_transcripcion.json,MZA 6,14/01,80%,91,
amza6_1_260114134449525_ACD_16431_transcripcion.json,MZA 6,14/01,80%,221,
amza6_1_260115113140807_ACD_04543_transcripcion.json,MZA 6,15/01,80%,193,
amza6_1_260115132029864_ACD_83655_transcripcion.json,MZA 6,15/01,80%,70,
amza6_1_260115135343723_ACD_87719_transcripcion.json,MZA 6,15/01,80%,85,
amza6_1_260115141114713_ACD_54113_transcripcion.json,MZA 6,15/01,80%,565,
amza6_1_260115145313304_ACD_92023_transcripcion.json,MZA 6,15/01,80%,62,
amza6_1_260116132121257_ACD_15579_transcripcion.json,MZA 6,16/01,80%,77,
amza6_1_260116132854267_ACD_39421_transcripcion.json,MZA 6,16/01,80%,376,
amza6_1_260116134934901_ACD_10205_transcripcion.json,MZA 6,16/01,80%,65,
amza72_1_260113105242181_ACD_03925_transcripcion.json,MZA 72,13/01,80%,108,
amza72_1_260113120117482_ACD_15525_transcripcion.json,MZA 72,13/01,80%,111,
amza72_1_260113125913980_ACD_33899_transcripcion.json,MZA 72,13/01,80%,84,
amza72_1_260113132606914_MIT_01951_transcripcion.json,MZA 72,13/01,80%,162,8gb
amza72_1_260113135555039_MIT_01967_transcripcion.json,MZA 72,13/01,80%,120,8gb
amza72_1_260114131003127_ACD_16021_transcripcion.json,MZA 72,14/01,80%,109,
amza72_1_260114132527851_ACD_61473_transcripcion.json,MZA 72,14/01,80%,69,
amza72_1_260114135108247_ACD_35393_transcripcion.json,MZA 72,14/01,80%,222,
amza72_1_260115103529707_ACD_24809_transcripcion.json,MZA 72,15/01,80%,111,
amza72_1_260115105915524_ACD_91619_transcripcion.json,MZA 72,15/01,80%,93,
amza72_1_260115115655503_MIT_01979_transcripcion.json,MZA 72,15/01,80%,123,
amza72_1_260115124320050_ACD_77987_transcripcion.json,MZA 72,15/01,80%,60,
amza72_1_260115132554206_ACD_99523_transcripcion.json,MZA 72,15/01,80%,67,8gb
amza72_1_260115134727309_ACD_67943_transcripcion.json,MZA 72,15/01,80%,67,
amza72_1_260115145842466_ACD_08163_transcripcion.json,MZA 72,15/01,80%,65,
amza72_1_260116105554039_ACD_98341_transcripcion.json,MZA 72,16/01,80%,153,4gb
amza72_1_260116120112842_ACD_24157_transcripcion.json,MZA 72,16/01,80%,142,
amza72_1_260116120921133_ACD_40105_transcripcion.json,MZA 72,16/01,80%,64,
amza72_1_260116131747079_ACD_04071_transcripcion.json,MZA 72,16/01,80%,84,
amza72_1_260116132738828_ACD_35249_transcripcion.json,MZA 72,16/01,80%,112,
amza72_1_260116133703439_ACD_63827_transcripcion.json,MZA 72,16/01,80%,63,
amza72_1_260116134359437_ACD_88395_transcripcion.json,MZA 72,16/01,80%,92,
amza72_1_260116141233426_ACD_97373_transcripcion.json,MZA 72,16/01,80%,116,8gb
amza72_1_260116143303765_ACD_64999_transcripcion.json,MZA 72,16/01,80%,64,
amza72_1_260116181157179_MIT_01978_transcripcion.json,MZA 72,16/01,80%,97,
amza73_1_260113110731339_ACD_54323_transcripcion.json,MZA 73,13/01,80%,201,
amza73_1_260113111223040_ACD_72135_transcripcion.json,MZA 73,13/01,80%,244,
amza73_1_260113131418662_ACD_82049_transcripcion.json,MZA 73,13/01,80%,60,
amza73_1_260113134238616_ACD_74417_transcripcion.json,MZA 73,13/01,80%,275,
amza73_1_260113143235815_ACD_47617_transcripcion.json,MZA 73,13/01,80%,229,
amza73_1_260113145241036_ACD_19865_transcripcion.json,MZA 73,13/01,80%,294,
amza73_1_260114131442857_ACD_31077_transcripcion.json,MZA 73,14/01,80%,140,
amza73_1_260114133316521_ACD_84393_transcripcion.json,MZA 73,14/01,80%,114,
amza73_1_260114144552730_ACD_96531_transcripcion.json,MZA 73,14/01,80%,73,
amza73_1_260114145440678_ACD_25339_transcripcion.json,MZA 73,14/01,80%,133,
amza73_1_260115101637002_ACD_75313_transcripcion.json,MZA 73,15/01,80%,64,
amza73_1_260115114710159_ACD_60325_transcripcion.json,MZA 73,15/01,80%,89,
amza73_1_260115133507366_ACD_27431_transcripcion.json,MZA 73,15/01,80%,82,
amza73_1_260115140421817_ACD_26281_transcripcion.json,MZA 73,15/01,80%,338,8gb
amza73_1_260115145511791_ACD_98827_transcripcion.json,MZA 73,15/01,80%,102,4gb
amza73_1_260115145719158_ACD_04507_transcripcion.json,MZA 73,15/01,80%,65,
amza73_1_260115145913524_ACD_09677_transcripcion.json,MZA 73,15/01,80%,70,
amza73_1_260116111221745_MIT_01992_transcripcion.json,MZA 73,16/01,80%,74,
amza73_1_260116130106117_ACD_49043_transcripcion.json,MZA 73,16/01,80%,65,
amza73_1_260116131233933_ACD_86923_transcripcion.json,MZA 73,16/01,80%,118,
amza73_1_260116134146685_ACD_80383_transcripcion.json,MZA 73,16/01,80%,175,
amza73_1_260116134709429_ACD_00459_transcripcion.json,MZA 73,16/01,80%,168,
amza73_1_260116141223337_ACD_96679_transcripcion.json,MZA 73,16/01,80%,79,
amza74_1_260113110842539_ACD_58797_transcripcion.json,MZA 74,13/01,80%,119,
amza74_1_260113120227600_ACD_18819_transcripcion.json,MZA 74,13/01,80%,212,
amza74_1_260113120959233_ACD_38749_transcripcion.json,MZA 74,13/01,80%,317,
amza74_1_260113121934009_ACD_68921_transcripcion.json,MZA 74,13/01,80%,201,
amza74_1_260113125404628_ACD_17147_transcripcion.json,MZA 74,13/01,80%,649,
amza74_1_260113141830360_ACD_03465_transcripcion.json,MZA 74,13/01,80%,64,
amza74_1_260113143531567_ACD_58123_transcripcion.json,MZA 74,13/01,80%,63,
amza74_1_260114104519248_ACD_67691_transcripcion.json,MZA 74,14/01,80%,173,8gb
amza74_1_260114105906268_ACD_07021_transcripcion.json,MZA 74,14/01,80%,135,
amza74_1_260114110853523_ACD_34787_transcripcion.json,MZA 74,14/01,80%,155,
amza74_1_260114115259373_ACD_64951_transcripcion.json,MZA 74,14/01,80%,61,
amza74_1_260114115800228_ACD_77259_transcripcion.json,MZA 74,14/01,80%,65,
amza74_1_260114120258333_ACD_88739_transcripcion.json,MZA 74,14/01,80%,92,
amza74_1_260114121612225_ACD_17369_transcripcion.json,MZA 74,14/01,80%,75,
amza74_1_260115105759195_ACD_87411_transcripcion.json,MZA 74,15/01,80%,76,8gb
amza74_1_260115110042904_ACD_95759_transcripcion.json,MZA 74,15/01,80%,90,
amza74_1_260115112057724_MIT_01984_transcripcion.json,MZA 74,15/01,80%,77,
amza74_1_260115121535375_ACD_42827_transcripcion.json,MZA 74,15/01,80%,133,
amza74_1_260115131832737_ACD_78555_transcripcion.json,MZA 74,15/01,80%,112,
amza74_1_260115132252114_ACD_90995_transcripcion.json,MZA 74,15/01,80%,275,
amza74_1_260116125340119_ACD_20173_transcripcion.json,MZA 74,16/01,80%,258,
amza74_1_260116135927445_ACD_47641_transcripcion.json,MZA 74,16/01,80%,63,
amza74_1_260116141832055_ACD_19735_transcripcion.json,MZA 74,16/01,80%,63,
amza76_1_260116181733882_MIT_01972_transcripcion.json,MZA 76,16/01,80%,118,
amza8_1_260114101639477_ACD_92021_transcripcion.json,MZA 8,14/01,80%,88,
amza8_1_260114105627665_ACD_99537_transcripcion.json,MZA 8,14/01,80%,140,
amza8_1_260114110440842_ACD_22339_transcripcion.json,MZA 8,14/01,80%,185,
amza8_1_260114114331738_ACD_39583_transcripcion.json,MZA 8,14/01,80%,131,8gb
amza8_1_260114114620954_ACD_48375_transcripcion.json,MZA 8,14/01,80%,63,
amza8_1_260114120334509_ACD_89907_transcripcion.json,MZA 8,14/01,80%,225,
amza8_1_260114121102126_ACD_06067_transcripcion.json,MZA 8,14/01,80%,95,
amza8_1_260114121449964_ACD_14479_transcripcion.json,MZA 8,14/01,80%,79,
amza8_1_260114131746599_ACD_40297_transcripcion.json,MZA 8,14/01,80%,272,8gb
amza8_1_260114134858740_ACD_28389_transcripcion.json,MZA 8,14/01,80%,395,
amza8_1_260114135921800_MIT_01988_transcripcion.json,MZA 8,14/01,80%,227,
amza8_1_260115110906910_ACD_25649_transcripcion.json,MZA 8,15/01,80%,98,
amza8_1_260115120000912_ACD_00831_transcripcion.json,MZA 8,15/01,80%,181,8gb
amza8_1_260115121023325_ACD_27431_transcripcion.json,MZA 8,15/01,80%,141,8gb
amza8_1_260115125808810_ACD_15825_transcripcion.json,MZA 8,15/01,80%,850,4gb
amza8_1_260115134110806_ACD_47299_transcripcion.json,MZA 8,15/01,80%,246,
amza8_1_260115142859877_ACD_13855_transcripcion.json,MZA 8,15/01,80%,66,
amza8_1_260115143245872_ACD_28609_transcripcion.json,MZA 8,15/01,80%,79,
amza8_1_260115144102769_MIT_01978_transcripcion.json,MZA 8,15/01,80%,98,4gb
amza8_1_260115144727251_ACD_74267_transcripcion.json,MZA 8,15/01,80%,111,
amza8_1_260115145847469_ACD_08527_transcripcion.json,MZA 8,15/01,80%,140,
amza8_1_260115150841441_MIT_01990_transcripcion.json,MZA 8,15/01,80%,528,
amza8_1_260116112324415_ACD_98649_transcripcion.json,MZA 8,16/01,80%,69,
amza8_1_260116121752930_ACD_51335_transcripcion.json,MZA 8,16/01,80%,136,8gb
amza8_1_260116125237907_ACD_15981_transcripcion.json,MZA 8,16/01,80%,95,
amza8_1_260116125938565_ACD_43589_transcripcion.json,MZA 8,16/01,80%,97,8gb
amza8_1_260116131310953_ACD_88939_transcripcion.json,MZA 8,16/01,80%,102,
amza8_1_260116132050139_ACD_14027_transcripcion.json,MZA 8,16/01,80%,73,
amza8_1_260116143232673_ACD_63275_transcripcion.json,MZA 8,16/01,80%,88,
amza8_1_260116144652602_ACD_12641_transcripcion.json,MZA 8,16/01,80%,101,
amza9_1_260113104356103_ACD_75101_transcripcion.json,MZA 9,13/01,80%,108,
amza9_1_260113124729258_ACD_01053_transcripcion.json,MZA 9,13/01,80%,68,
amza9_1_260113131821241_ACD_94561_transcripcion.json,MZA 9,13/01,80%,119,
amza9_1_260113133034497_ACD_33261_transcripcion.json,MZA 9,13/01,80%,123,
amza9_1_260113134727771_ACD_89665_transcripcion.json,MZA 9,13/01,80%,226,8gb
amza9_1_260113145532945_MIT_01964_transcripcion.json,MZA 9,13/01,80%,1042,
amza9_1_260113151515352_MIT_01989_transcripcion.json,MZA 9,13/01,80%,488,
amza9_1_260113153541805_MIT_01987_transcripcion.json,MZA 9,13/01,80%,117,
amza9_1_260114113820317_ACD_24107_transcripcion.json,MZA 9,14/01,80%,411,4gb
amza9_1_260114143016630_ACD_53557_transcripcion.json,MZA 9,14/01,80%,84,
amza9_1_260114144507472_ACD_93769_transcripcion.json,MZA 9,14/01,80%,234,8gb
amza9_1_260114145009198_ACD_10739_transcripcion.json,MZA 9,14/01,80%,80,
amza9_1_260115112016118_ACD_64753_transcripcion.json,MZA 9,15/01,80%,83,
amza9_1_260115112459081_MIT_01943_transcripcion.json,MZA 9,15/01,80%,71,
amza9_1_260115114403392_ACD_48933_transcripcion.json,MZA 9,15/01,80%,112,
amza9_1_260115124314999_ACD_77933_transcripcion.json,MZA 9,15/01,80%,66,8gb
amza9_1_260115132932037_ACD_09937_transcripcion.json,MZA 9,15/01,80%,81,
